Date,Country,City,Specie,count,min,max,median,variance
2019-03-10,ES,Madrid,pressure,209,1024.3,1032.0,1027.6,32.89
2019-03-28,ES,Madrid,pressure,216,1020.4,1028.0,1023.4,37.93
2019-01-25,ES,Madrid,pressure,216,1013.1,1021.0,1015.9,37.71
2019-01-28,ES,Madrid,pressure,216,1011.3,1017.3,1014.2,16.96
2019-02-11,ES,Madrid,pressure,216,1020.8,1029.1,1024.7,66.36
2019-02-13,ES,Madrid,pressure,216,1025.3,1031.0,1027.2,18.73
2019-02-28,ES,Madrid,pressure,216,1023.3,1030.0,1025.3,27.32
2019-03-05,ES,Madrid,pressure,216,1010.1,1018.5,1014.5,43.99
2019-03-08,ES,Madrid,pressure,216,1014.6,1027.5,1019.9,121.55
2019-03-21,ES,Madrid,pressure,216,1021.5,1028.1,1024.4,28.44
2019-01-13,ES,Madrid,pressure,216,1022.5,1030.3,1025.0,31.82
2019-02-10,ES,Madrid,pressure,216,1018.0,1023.3,1019.7,22.77
2019-02-12,ES,Madrid,pressure,216,1026.6,1032.4,1027.8,20.82
2019-02-15,ES,Madrid,pressure,216,1022.1,1029.2,1025.6,29.85
2019-02-26,ES,Madrid,pressure,216,1025.1,1031.0,1026.9,18.81
2019-03-29,ES,Madrid,pressure,216,1017.9,1026.0,1022.2,48.16
2019-01-18,ES,Madrid,pressure,216,1013.9,1018.9,1016.1,19.91
2019-02-14,ES,Madrid,pressure,216,1025.3,1032.0,1027.7,29.10
2019-03-16,ES,Madrid,pressure,216,960.1,1025.0,1020.9,248.80
2019-01-03,ES,Madrid,pressure,175,1024.0,1029.3,1024.9,17.90
2019-01-04,ES,Madrid,pressure,168,1025.1,1031.5,1026.8,25.55
2019-01-09,ES,Madrid,pressure,216,1015.9,1024.1,1020.5,63.85
2019-01-10,ES,Madrid,pressure,216,1015.3,1021.9,1017.4,31.72
2019-01-11,ES,Madrid,pressure,216,1019.5,1028.4,1022.4,56.39
2019-03-22,ES,Madrid,pressure,216,1021.3,1028.0,1024.4,29.50
2019-01-19,ES,Madrid,pressure,216,1006.2,1019.1,1013.6,95.81
2019-03-06,ES,Madrid,pressure,192,1000.6,1012.0,1004.5,70.58
2019-03-12,ES,Madrid,pressure,216,1019.7,1029.5,1024.7,69.08
2019-03-17,ES,Madrid,pressure,216,959.8,1020.0,1015.3,848.54
2019-01-05,ES,Madrid,pressure,168,1028.2,1034.6,1029.2,21.31
2019-01-15,ES,Madrid,pressure,216,1016.1,1022.0,1018.2,18.23
2019-01-27,ES,Madrid,pressure,216,1010.2,1017.1,1012.7,31.01
2019-01-31,ES,Madrid,pressure,216,994.7,1004.3,1000.2,48.50
2019-02-09,ES,Madrid,pressure,216,1018.1,1024.2,1019.6,23.72
2019-02-23,ES,Madrid,pressure,216,1023.9,1031.0,1027.0,26.45
2019-03-15,ES,Madrid,pressure,216,966.4,1028.0,1024.8,600.65
2019-03-27,ES,Madrid,pressure,216,1018.8,1025.0,1020.8,28.05
2019-01-14,ES,Madrid,pressure,216,1018.2,1025.0,1021.0,28.52
2019-01-17,ES,Madrid,pressure,216,961.7,1020.1,1015.2,427.90
2019-02-05,ES,Madrid,pressure,216,1024.3,1030.6,1025.8,23.49
2019-02-06,ES,Madrid,pressure,216,1020.3,1027.1,1023.7,39.22
2019-02-20,ES,Madrid,pressure,216,1017.8,1025.0,1020.7,38.59
2019-03-04,ES,Madrid,pressure,216,961.5,1020.0,1016.7,830.03
2019-03-09,ES,Madrid,pressure,216,1025.6,1033.0,1028.2,38.75
2019-03-11,ES,Madrid,pressure,216,1025.1,1031.0,1026.4,23.46
2019-01-16,ES,Madrid,pressure,216,1013.6,1019.4,1016.0,19.49
2019-01-24,ES,Madrid,pressure,216,1004.2,1015.0,1007.6,84.10
2019-02-01,ES,Madrid,pressure,216,988.6,996.2,991.5,26.10
2019-02-19,ES,Madrid,pressure,216,1015.3,1021.0,1017.1,17.57
2019-02-24,ES,Madrid,pressure,216,1025.4,1032.0,1027.7,31.44
2019-03-20,ES,Madrid,pressure,216,1021.6,1028.0,1024.2,24.65
2019-01-01,ES,Madrid,pressure,216,1026.9,1032.1,1027.7,23.64
2019-01-08,ES,Madrid,pressure,216,1023.0,1031.1,1026.5,37.88
2019-01-12,ES,Madrid,pressure,216,1024.5,1031.5,1025.5,24.79
2019-01-23,ES,Madrid,pressure,142,1003.4,1011.0,1006.0,39.78
2019-03-26,ES,Madrid,pressure,216,1014.0,1021.0,1016.8,24.94
2019-02-03,ES,Madrid,pressure,216,1015.9,1027.9,1022.2,109.18
2019-02-16,ES,Madrid,pressure,216,1020.8,1028.0,1023.7,27.93
2019-03-13,ES,Madrid,pressure,216,1020.0,1029.5,1023.9,72.18
2019-02-14,ES,Madrid,dew,21,0.5,1.5,1.0,0.87
2019-02-26,ES,Madrid,dew,52,-5.0,3.0,0.5,72.81
2019-03-25,ES,Madrid,dew,56,-6.0,0.5,-2.0,35.18
2019-03-29,ES,Madrid,dew,52,-5.5,1.0,-4.0,18.28
2019-01-27,ES,Madrid,dew,14,0.5,3.5,2.0,7.47
2019-02-13,ES,Madrid,dew,33,0.5,3.0,1.5,3.23
2019-03-02,ES,Madrid,dew,45,0.0,3.5,2.0,8.75
2019-03-13,ES,Madrid,dew,54,-4.0,5.0,-2.0,79.62
2019-03-31,ES,Madrid,dew,54,-0.5,9.0,5.0,68.08
2019-01-09,ES,Madrid,dew,13,0.5,2.0,1.0,2.28
2019-01-20,ES,Madrid,dew,58,0.5,3.5,2.0,9.19
2019-02-07,ES,Madrid,dew,50,0.5,5.0,2.5,12.45
2019-02-11,ES,Madrid,dew,28,1.0,8.5,2.0,41.73
2019-02-18,ES,Madrid,dew,39,0.5,3.0,2.0,3.67
2019-02-21,ES,Madrid,dew,37,0.5,4.0,2.0,7.76
2019-01-28,ES,Madrid,dew,36,1.0,3.0,2.5,5.33
2019-01-26,ES,Madrid,dew,33,0.5,3.0,2.0,4.38
2019-02-15,ES,Madrid,dew,35,0.5,3.0,2.0,4.99
2019-03-16,ES,Madrid,dew,52,-2.5,1.5,-1.0,7.49
2019-03-28,ES,Madrid,dew,54,-8.0,-4.5,-6.5,10.89
2019-01-13,ES,Madrid,dew,6,0.5,1.0,0.5,0.67
2019-02-23,ES,Madrid,dew,8,0.5,2.0,1.0,2.81
2019-03-06,ES,Madrid,dew,56,3.5,9.5,7.0,36.94
2019-03-19,ES,Madrid,dew,41,-2.5,0.0,-1.5,3.99
2019-02-16,ES,Madrid,dew,15,0.5,3.5,1.0,5.31
2019-02-20,ES,Madrid,dew,48,0.5,4.0,3.0,8.08
2019-03-08,ES,Madrid,dew,52,1.0,6.0,3.5,23.89
2019-03-09,ES,Madrid,dew,49,1.0,5.0,2.5,8.55
2019-03-21,ES,Madrid,dew,52,-5.5,-1.5,-3.5,8.21
2019-03-23,ES,Madrid,dew,49,-1.0,2.5,1.0,8.44
2019-02-12,ES,Madrid,dew,5,0.5,0.5,0.5,0.00
2019-01-21,ES,Madrid,dew,4,0.5,1.0,0.5,0.83
2019-01-22,ES,Madrid,dew,36,0.5,4.0,3.0,18.99
2019-03-05,ES,Madrid,dew,50,4.0,6.0,4.5,5.23
2019-03-11,ES,Madrid,dew,48,1.0,7.5,6.0,28.77
2019-03-24,ES,Madrid,dew,48,-4.0,2.5,-1.5,41.96
2019-03-27,ES,Madrid,dew,53,-10.0,1.0,-5.0,71.29
2019-03-30,ES,Madrid,dew,51,-3.0,4.0,-1.5,10.01
2019-01-19,ES,Madrid,dew,36,1.0,4.0,3.0,11.49
2019-01-30,ES,Madrid,dew,13,1.5,7.0,5.0,35.64
2019-01-31,ES,Madrid,dew,44,7.5,10.0,9.0,3.46
2019-02-08,ES,Madrid,dew,36,0.5,5.0,2.0,20.94
2019-02-09,ES,Madrid,dew,44,1.0,5.0,4.0,12.98
2019-02-10,ES,Madrid,dew,46,1.0,9.0,7.0,38.62
2019-01-17,ES,Madrid,dew,44,1.0,4.5,3.0,5.10
2019-01-16,ES,Madrid,dew,29,0.5,4.0,3.0,8.99
2019-01-23,ES,Madrid,dew,58,2.0,4.5,4.0,5.17
2019-02-05,ES,Madrid,dew,32,0.5,3.0,2.0,8.47
2019-03-04,ES,Madrid,dew,55,4.0,9.0,6.5,22.91
2019-03-17,ES,Madrid,dew,52,-3.5,3.5,0.5,36.80
2019-03-26,ES,Madrid,dew,50,-10.5,0.0,-2.0,137.75
2019-01-15,ES,Madrid,dew,3,0.5,1.0,1.0,0.83
2019-01-25,ES,Madrid,dew,31,0.5,4.5,3.0,15.67
2019-02-25,ES,Madrid,dew,54,-0.5,3.0,1.5,7.38
2019-02-27,ES,Madrid,dew,54,-5.5,0.0,-2.0,15.52
2019-03-01,ES,Madrid,dew,52,-1.5,3.0,0.5,11.63
2019-03-03,ES,Madrid,dew,52,-2.0,5.0,2.0,35.77
2019-01-24,ES,Madrid,dew,53,3.0,6.0,4.5,5.74
2019-02-24,ES,Madrid,dew,7,0.5,1.0,1.0,0.71
2019-02-28,ES,Madrid,dew,44,-2.0,2.0,0.0,14.92
2019-03-12,ES,Madrid,dew,54,0.0,8.0,3.5,64.28
2019-03-18,ES,Madrid,dew,48,-6.0,1.0,-4.0,23.46
2019-02-01,ES,Madrid,dew,46,0.5,10.0,4.0,34.99
2019-03-07,ES,Madrid,dew,52,-0.5,5.0,1.5,14.15
2019-03-10,ES,Madrid,dew,52,2.5,8.5,5.5,22.09
2019-03-15,ES,Madrid,dew,52,-3.0,1.0,-2.0,9.37
2019-03-20,ES,Madrid,dew,50,-6.0,-1.5,-3.0,23.03
2019-02-22,ES,Madrid,dew,8,0.5,1.5,0.5,2.10
2019-02-19,ES,Madrid,dew,40,0.5,3.5,2.0,5.97
2019-03-14,ES,Madrid,dew,52,-3.5,0.5,-1.0,8.63
2019-01-29,ES,Madrid,dew,43,0.5,6.0,3.5,26.16
2019-02-06,ES,Madrid,dew,44,1.0,5.0,3.5,8.29
2019-01-14,ES,Madrid,dew,25,0.5,2.0,1.5,2.90
2019-03-22,ES,Madrid,dew,51,-4.0,0.0,-2.5,10.31
2019-01-02,ES,Madrid,dew,6,0.5,1.5,0.5,1.67
2019-03-03,ES,Madrid,temperature,216,4.8,21.0,13.5,140.42
2019-03-19,ES,Madrid,temperature,216,5.0,16.0,9.6,83.60
2019-03-31,ES,Madrid,temperature,207,7.5,12.5,10.9,6.57
2019-02-22,ES,Madrid,temperature,216,1.9,19.0,12.0,177.15
2019-02-17,ES,Madrid,temperature,216,1.6,17.0,10.3,109.21
2019-01-19,ES,Madrid,temperature,216,-5.0,5.0,3.3,43.26
2019-01-25,ES,Madrid,temperature,216,4.8,17.5,10.5,68.69
2019-02-23,ES,Madrid,temperature,216,0.9,20.0,12.7,198.51
2019-03-02,ES,Madrid,temperature,216,5.9,21.0,13.5,113.04
2019-03-06,ES,Madrid,temperature,192,6.7,13.5,10.6,29.02
2019-03-14,ES,Madrid,temperature,216,0.5,18.5,10.8,207.64
2019-03-24,ES,Madrid,temperature,216,6.6,22.0,15.8,138.51
2019-01-22,ES,Madrid,temperature,194,-1.0,9.0,4.9,43.74
2019-01-08,ES,Madrid,temperature,216,-3.0,15.5,8.1,111.97
2019-02-01,ES,Madrid,temperature,216,4.0,9.5,6.6,23.85
2019-03-15,ES,Madrid,temperature,216,3.3,25.5,14.8,274.11
2019-03-29,ES,Madrid,temperature,216,3.0,18.0,12.5,116.99
2019-01-04,ES,Madrid,temperature,168,1.0,14.0,7.7,102.77
2019-01-21,ES,Madrid,temperature,216,0.5,11.0,6.2,32.31
2019-01-29,ES,Madrid,temperature,216,0.7,12.0,7.9,41.44
2019-02-04,ES,Madrid,temperature,216,-3.2,13.0,4.8,139.79
2019-02-10,ES,Madrid,temperature,216,2.6,13.0,8.3,44.55
2019-02-12,ES,Madrid,temperature,216,0.6,14.0,7.2,132.64
2019-03-04,ES,Madrid,temperature,216,8.8,16.5,11.4,42.17
2019-03-10,ES,Madrid,temperature,209,4.7,23.0,15.6,221.12
2019-01-13,ES,Madrid,temperature,216,-4.5,13.0,6.0,119.00
2019-03-27,ES,Madrid,temperature,216,2.5,20.0,11.1,164.68
2019-03-28,ES,Madrid,temperature,216,2.5,19.5,13.0,157.33
2019-03-21,ES,Madrid,temperature,216,1.6,16.0,10.0,122.44
2019-01-16,ES,Madrid,temperature,216,-2.5,11.0,6.0,55.62
2019-03-30,ES,Madrid,temperature,216,3.5,19.0,13.0,150.34
2019-01-07,ES,Madrid,temperature,216,-0.5,16.5,9.4,105.01
2019-01-15,ES,Madrid,temperature,216,1.5,14.5,8.7,84.88
2019-02-03,ES,Madrid,temperature,216,1.1,10.0,4.3,40.60
2019-02-14,ES,Madrid,temperature,216,0.5,14.5,9.8,84.72
2019-02-25,ES,Madrid,temperature,216,3.0,19.5,13.3,146.77
2019-03-22,ES,Madrid,temperature,216,2.0,19.0,12.1,177.36
2019-01-10,ES,Madrid,temperature,216,0.0,10.0,5.0,46.04
2019-02-08,ES,Madrid,temperature,216,0.0,15.0,9.3,100.39
2019-02-15,ES,Madrid,temperature,216,-1.0,17.0,9.3,151.96
2019-02-27,ES,Madrid,temperature,216,5.1,21.0,13.3,142.38
2019-01-23,ES,Madrid,temperature,142,6.5,15.0,11.7,39.94
2019-01-26,ES,Madrid,temperature,216,-1.5,14.0,8.1,114.78
2019-02-28,ES,Madrid,temperature,216,3.0,20.0,14.0,146.81
2019-03-17,ES,Madrid,temperature,216,6.7,20.0,14.6,87.00
2019-03-23,ES,Madrid,temperature,216,4.0,20.0,13.6,151.10
2019-01-17,ES,Madrid,temperature,216,1.7,9.2,4.6,25.68
2019-03-08,ES,Madrid,temperature,216,4.7,16.0,10.8,94.32
2019-03-11,ES,Madrid,temperature,216,8.8,20.0,15.0,72.21
2019-02-19,ES,Madrid,temperature,216,3.0,16.0,10.0,75.68
2019-01-24,ES,Madrid,temperature,216,6.5,16.5,11.5,38.39
2019-01-31,ES,Madrid,temperature,216,6.6,13.0,9.4,20.03
2019-02-02,ES,Madrid,temperature,216,1.5,8.5,4.6,14.29
2019-02-05,ES,Madrid,temperature,216,-0.5,16.0,9.0,142.13
2019-02-18,ES,Madrid,temperature,216,2.8,15.0,9.5,96.48
2019-03-07,ES,Madrid,temperature,216,4.5,12.2,8.3,53.30
2018-12-31,ES,Madrid,temperature,216,-3.5,16.5,8.4,191.84
2019-02-24,ES,Madrid,temperature,216,5.0,20.0,13.4,123.62
2019-02-26,ES,Madrid,temperature,216,4.0,21.0,13.9,158.65
2019-03-12,ES,Madrid,temperature,216,4.5,22.5,14.3,178.05
2019-03-25,ES,Madrid,temperature,216,6.7,22.0,14.5,139.07
2019-02-21,ES,Madrid,temperature,216,2.0,20.5,11.4,156.45
2019-01-03,ES,Madrid,temperature,175,-2.5,12.6,7.8,99.50
2019-01-11,ES,Madrid,temperature,216,-2.0,8.5,2.9,68.60
2019-01-18,ES,Madrid,temperature,216,-2.7,7.7,3.6,99.99
2019-02-07,ES,Madrid,temperature,216,2.2,16.0,9.4,114.22
2019-02-11,ES,Madrid,temperature,216,3.5,15.0,9.4,53.36
2019-02-16,ES,Madrid,temperature,216,2.2,17.5,11.5,130.88
2019-03-16,ES,Madrid,temperature,216,4.8,25.0,17.2,258.65
2019-01-01,ES,Madrid,temperature,216,-3.0,14.5,8.0,145.33
2019-01-12,ES,Madrid,temperature,216,-3.5,11.5,5.4,76.70
2019-01-28,ES,Madrid,temperature,216,0.2,14.0,8.8,82.34
2019-03-05,ES,Madrid,temperature,216,8.4,16.0,11.9,44.21
2019-03-26,ES,Madrid,temperature,216,5.0,22.0,12.5,255.46
2019-01-05,ES,Madrid,temperature,168,0.5,13.1,7.6,99.61
2019-01-09,ES,Madrid,temperature,216,-2.0,15.0,9.0,82.57
2019-01-14,ES,Madrid,temperature,216,-0.2,15.0,7.4,150.11
2019-01-20,ES,Madrid,temperature,216,2.0,11.0,6.7,48.85
2019-01-30,ES,Madrid,temperature,216,1.5,11.0,6.6,22.34
2019-02-13,ES,Madrid,temperature,216,0.5,16.5,9.6,138.17
2019-02-20,ES,Madrid,temperature,216,1.5,15.5,10.2,98.05
2019-03-01,ES,Madrid,temperature,216,4.0,20.0,13.8,134.13
2019-01-06,ES,Madrid,temperature,174,-0.5,16.0,7.7,164.69
2019-03-18,ES,Madrid,temperature,216,2.4,16.0,8.9,125.54
2019-03-20,ES,Madrid,temperature,216,1.6,15.0,9.5,119.11
2019-03-13,ES,Madrid,temperature,216,6.5,15.0,11.1,24.56
2019-01-27,ES,Madrid,temperature,216,-0.3,12.5,8.2,45.17
2019-02-06,ES,Madrid,temperature,216,1.8,16.0,10.1,104.83
2019-02-09,ES,Madrid,temperature,216,0.5,13.0,8.3,69.08
2019-03-09,ES,Madrid,temperature,216,3.5,19.5,13.0,142.62
2019-01-02,ES,Madrid,temperature,213,-4.5,14.5,6.9,178.79
2019-02-10,ES,Madrid,humidity,216,71.0,96.0,84.7,289.00
2019-03-08,ES,Madrid,humidity,216,6.0,90.0,56.0,3892.85
2019-03-11,ES,Madrid,humidity,216,3.0,76.0,52.4,2486.51
2019-01-23,ES,Madrid,humidity,142,49.0,81.0,60.0,402.87
2019-01-06,ES,Madrid,humidity,174,22.0,77.5,45.0,2614.47
2019-01-11,ES,Madrid,humidity,216,32.0,65.5,48.8,425.95
2019-01-13,ES,Madrid,humidity,216,40.0,96.0,63.5,1233.66
2019-01-16,ES,Madrid,humidity,216,55.0,96.0,66.6,1063.92
2019-02-18,ES,Madrid,humidity,216,41.0,96.0,58.4,1372.26
2019-02-26,ES,Madrid,humidity,216,2.0,83.0,41.5,2646.10
2019-03-03,ES,Madrid,humidity,216,4.0,70.0,50.2,1602.69
2019-01-01,ES,Madrid,humidity,216,33.0,92.0,48.0,1582.98
2019-03-04,ES,Madrid,humidity,216,5.0,88.6,64.0,3336.48
2019-03-12,ES,Madrid,humidity,216,4.0,63.0,45.2,1297.09
2019-03-15,ES,Madrid,humidity,216,2.8,49.0,31.5,1154.17
2019-03-24,ES,Madrid,humidity,216,3.0,56.7,31.5,1997.81
2019-02-23,ES,Madrid,humidity,216,21.0,72.7,37.3,1018.76
2019-01-10,ES,Madrid,humidity,216,30.0,82.0,56.0,1122.74
2019-01-26,ES,Madrid,humidity,216,42.5,100.0,64.1,1288.53
2019-02-13,ES,Madrid,humidity,216,35.5,88.9,52.8,921.60
2019-02-22,ES,Madrid,humidity,216,17.0,84.1,43.5,2147.97
2019-03-20,ES,Madrid,humidity,216,3.0,61.5,37.8,2418.06
2019-01-03,ES,Madrid,humidity,175,31.0,89.0,45.5,1060.45
2019-02-14,ES,Madrid,humidity,216,39.5,86.0,48.2,633.21
2019-02-17,ES,Madrid,humidity,216,20.0,71.5,37.0,1042.38
2019-03-29,ES,Madrid,humidity,216,3.0,60.2,34.5,1155.43
2019-01-20,ES,Madrid,humidity,216,46.0,100.0,65.0,3022.66
2019-01-12,ES,Madrid,humidity,216,38.5,92.0,57.9,766.16
2019-01-15,ES,Madrid,humidity,216,33.0,90.5,56.2,1189.43
2019-01-28,ES,Madrid,humidity,216,4.1,88.3,56.7,715.07
2019-02-07,ES,Madrid,humidity,216,36.5,96.0,65.7,1948.27
2019-02-19,ES,Madrid,humidity,216,38.0,96.0,63.5,1414.62
2019-01-05,ES,Madrid,humidity,168,34.5,75.0,51.5,509.21
2019-01-14,ES,Madrid,humidity,216,41.0,94.0,61.8,1223.76
2019-02-04,ES,Madrid,humidity,216,31.0,96.0,60.0,1443.81
2019-02-27,ES,Madrid,humidity,216,2.0,54.5,32.0,1137.25
2019-03-10,ES,Madrid,humidity,209,5.0,84.0,51.3,2601.00
2019-03-17,ES,Madrid,humidity,216,3.9,55.5,37.5,1076.18
2019-01-02,ES,Madrid,humidity,213,27.5,100.0,56.6,2337.65
2019-02-06,ES,Madrid,humidity,216,44.0,96.0,62.4,1289.12
2019-03-05,ES,Madrid,humidity,216,5.0,73.3,62.8,2240.99
2019-03-09,ES,Madrid,humidity,216,6.0,78.0,50.0,1953.23
2018-12-31,ES,Madrid,humidity,216,24.0,89.0,38.5,1724.22
2019-01-27,ES,Madrid,humidity,216,35.0,94.0,58.4,1711.40
2019-02-03,ES,Madrid,humidity,216,31.0,74.0,52.9,840.05
2019-02-05,ES,Madrid,humidity,216,39.5,96.0,58.0,940.01
2019-03-06,ES,Madrid,humidity,192,4.6,93.0,77.0,2961.88
2019-03-16,ES,Madrid,humidity,216,3.0,72.6,30.6,1637.65
2019-01-07,ES,Madrid,humidity,216,17.0,63.5,29.1,403.63
2019-01-09,ES,Madrid,humidity,216,30.5,91.2,50.9,1380.00
2019-01-25,ES,Madrid,humidity,216,30.0,86.0,61.3,1882.57
2019-02-15,ES,Madrid,humidity,216,36.0,94.4,55.4,1159.38
2019-02-16,ES,Madrid,humidity,216,22.5,88.0,42.5,2783.46
2019-03-18,ES,Madrid,humidity,216,3.8,60.2,41.2,2115.98
2019-01-04,ES,Madrid,humidity,168,29.0,77.5,54.4,937.78
2019-01-17,ES,Madrid,humidity,216,6.0,96.5,83.7,2712.11
2019-01-24,ES,Madrid,humidity,216,44.0,78.5,59.7,493.65
2019-01-30,ES,Madrid,humidity,216,34.0,94.0,62.0,2417.49
2019-02-08,ES,Madrid,humidity,216,36.5,96.0,62.6,1324.84
2019-03-07,ES,Madrid,humidity,216,7.0,89.5,65.2,3149.24
2019-03-28,ES,Madrid,humidity,216,2.2,56.0,26.6,998.78
2019-01-08,ES,Madrid,humidity,216,20.0,79.5,41.9,756.36
2019-02-20,ES,Madrid,humidity,216,41.0,95.7,61.5,1172.62
2019-03-01,ES,Madrid,humidity,216,3.1,75.0,42.0,1463.90
2019-03-13,ES,Madrid,humidity,216,4.0,67.9,42.7,2618.16
2019-01-21,ES,Madrid,humidity,216,36.5,91.7,58.0,1208.05
2019-02-09,ES,Madrid,humidity,216,52.0,100.0,72.0,1104.40
2019-03-02,ES,Madrid,humidity,216,3.0,66.0,43.0,1340.62
2019-03-19,ES,Madrid,humidity,216,4.0,54.8,45.3,1395.78
2019-03-25,ES,Madrid,humidity,216,2.2,48.0,32.9,1137.87
2019-03-26,ES,Madrid,humidity,216,1.7,58.8,34.0,2767.27
2019-02-01,ES,Madrid,humidity,216,64.9,96.0,84.5,865.38
2019-01-22,ES,Madrid,humidity,194,55.0,93.0,67.8,792.87
2019-01-29,ES,Madrid,humidity,216,5.0,86.5,66.0,1678.75
2019-02-02,ES,Madrid,humidity,216,37.5,77.0,59.6,326.66
2019-02-11,ES,Madrid,humidity,216,28.0,96.0,59.8,2692.55
2019-02-12,ES,Madrid,humidity,216,35.0,96.0,58.0,2075.90
2019-02-25,ES,Madrid,humidity,216,28.5,85.5,45.0,1205.18
2019-03-14,ES,Madrid,humidity,216,3.3,82.8,40.0,2240.96
2019-01-18,ES,Madrid,humidity,216,4.4,94.0,7.0,6959.80
2019-03-30,ES,Madrid,humidity,216,3.9,66.5,39.8,1424.10
2019-03-27,ES,Madrid,humidity,216,2.0,53.8,28.1,1592.59
2019-03-31,ES,Madrid,humidity,207,6.0,87.0,59.5,2441.95
2019-01-31,ES,Madrid,humidity,216,76.0,96.0,88.8,269.13
2019-02-21,ES,Madrid,humidity,216,28.0,96.0,56.5,2668.05
2019-02-24,ES,Madrid,humidity,216,24.5,69.5,38.6,789.17
2019-02-28,ES,Madrid,humidity,216,3.0,74.5,40.4,1212.70
2019-03-21,ES,Madrid,humidity,216,4.0,51.2,38.5,1255.41
2019-03-22,ES,Madrid,humidity,216,4.0,58.7,38.5,1210.01
2019-03-23,ES,Madrid,humidity,216,4.0,79.0,42.1,1863.46
2019-01-19,ES,Madrid,humidity,216,70.8,100.0,89.0,706.80
2019-01-26,ES,Madrid,o3,205,0.2,74.1,11.3,1274.95
2019-02-12,ES,Madrid,o3,210,0.5,32.1,19.5,915.89
2019-02-17,ES,Madrid,o3,96,0.9,40.7,20.5,1347.55
2019-01-20,ES,Madrid,o3,216,0.5,32.5,9.4,902.52
2019-01-27,ES,Madrid,o3,170,1.7,34.6,22.8,899.13
2019-02-14,ES,Madrid,o3,204,0.5,37.7,9.8,955.17
2019-02-21,ES,Madrid,o3,96,0.5,38.6,5.9,1629.89
2019-03-11,ES,Madrid,o3,96,0.5,38.2,11.5,1292.40
2019-03-19,ES,Madrid,o3,94,12.6,43.9,30.5,496.35
2019-03-30,ES,Madrid,o3,94,1.3,54.5,41.5,1140.65
2019-03-31,ES,Madrid,o3,92,15.8,41.1,28.5,423.62
2019-01-02,ES,Madrid,o3,117,0.1,249.8,4.3,33702.80
2019-01-08,ES,Madrid,o3,151,1.3,22.8,4.5,265.21
2019-02-03,ES,Madrid,o3,216,1.3,35.4,23.6,810.47
2019-02-10,ES,Madrid,o3,216,1.3,28.9,18.8,218.98
2019-02-13,ES,Madrid,o3,185,0.5,30.1,5.7,810.24
2019-03-20,ES,Madrid,o3,96,3.7,45.1,30.1,817.63
2019-03-26,ES,Madrid,o3,92,16.8,47.2,35.4,482.20
2019-01-10,ES,Madrid,o3,192,0.5,32.5,13.9,611.64
2019-01-31,ES,Madrid,o3,151,13.0,28.1,19.9,134.51
